REGION,CROP_NAME,YEAR,VARIABLE,VALUE,UoM,SOURCE,CALCULATED_R,CALCULATED_C,CALCULATED_V,ZERO_AS_NULL,COHERENCE_APY,COHERENCE_CROP
DE912,Sugar beet,2020,Area,2334.0,ha,NSI,,,,,Yes,
DE912,Sugar beet,2020,Yield,80.29,t/ha,NSI,,,,,Yes,
DE912,Sugar beet,2020,Production,187396.86,t,NSI,,,Yes,,Yes,
DE913,Sugar beet,2020,Area,595.0,ha,NSI,,,,,Yes,
DE913,Sugar beet,2020,Yield,74.78,t/ha,NSI,,,,,Yes,
DE913,Sugar beet,2020,Production,44494.1,t,NSI,,,Yes,,Yes,
DE914,Sugar beet,2020,Area,6407.0,ha,NSI,,,,,Yes,
DE914,Sugar beet,2020,Yield,77.81,t/ha,NSI,,,,,Yes,
DE914,Sugar beet,2020,Production,498528.67,t,NSI,,,Yes,,Yes,
DE916,Sugar beet,2020,Area,3001.0,ha,NSI,,,,,Yes,
DE916,Sugar beet,2020,Yield,79.79,t/ha,NSI,,,,,Yes,
DE916,Sugar beet,2020,Production,239449.79,t,NSI,,,Yes,,Yes,
DE917,Sugar beet,2020,Area,5082.0,ha,NSI,,,,,Yes,
DE917,Sugar beet,2020,Yield,69.86,t/ha,NSI,,,,,Yes,
DE917,Sugar beet,2020,Production,355028.52,t,NSI,,,Yes,,Yes,
DE918,Sugar beet,2020,Area,4867.0,ha,NSI,,,,,Yes,
DE918,Sugar beet,2020,Yield,88.53,t/ha,NSI,,,,,Yes,
DE918,Sugar beet,2020,Production,430875.51,t,NSI,,,Yes,,Yes,
DE91A,Sugar beet,2020,Area,5624.0,ha,NSI,,,,,Yes,
DE91A,Sugar beet,2020,Yield,79.48,t/ha,NSI,,,,,Yes,
DE91A,Sugar beet,2020,Production,446995.52,t,NSI,,,Yes,,Yes,
DE91B,Sugar beet,2020,Area,8122.0,ha,NSI,,,,,Yes,
DE91B,Sugar beet,2020,Yield,74.97,t/ha,NSI,,,,,Yes,
DE91B,Sugar beet,2020,Production,608906.34,t,NSI,,,Yes,,Yes,
DE91C,Sugar beet,2020,Area,3315.0,ha,NSI,,,,,Yes,
DE91C,Sugar beet,2020,Yield,85.2,t/ha,NSI,,,,,Yes,
DE91C,Sugar beet,2020,Production,282438.0,t,NSI,,,Yes,,Yes,
DE922,Sugar beet,2020,Area,2046.0,ha,NSI,,,,,Yes,
DE922,Sugar beet,2020,Yield,77.31,t/ha,NSI,,,,,Yes,
DE922,Sugar beet,2020,Production,158176.26,t,NSI,,,Yes,,Yes,
DE923,Sugar beet,2020,Area,3610.0,ha,NSI,,,,,Yes,
DE923,Sugar beet,2020,Yield,88.27,t/ha,NSI,,,,,Yes,
DE923,Sugar beet,2020,Production,318654.7,t,NSI,,,Yes,,Yes,
DE925,Sugar beet,2020,Area,11822.0,ha,NSI,,,,,Yes,
DE925,Sugar beet,2020,Yield,83.99,t/ha,NSI,,,,,Yes,
DE925,Sugar beet,2020,Production,992929.78,t,NSI,,,Yes,,Yes,
DE926,Sugar beet,2020,Area,1372.0,ha,NSI,,,,,Yes,
DE926,Sugar beet,2020,Yield,87.83,t/ha,NSI,,,,,Yes,
DE926,Sugar beet,2020,Production,120502.76,t,NSI,,,Yes,,Yes,
DE927,Sugar beet,2020,Area,1698.0,ha,NSI,,,,,Yes,
DE927,Sugar beet,2020,Yield,77.37,t/ha,NSI,,,,,Yes,
DE927,Sugar beet,2020,Production,131374.26,t,NSI,,,Yes,,Yes,
DE928,Sugar beet,2020,Area,1777.0,ha,NSI,,,,,Yes,
DE928,Sugar beet,2020,Yield,85.25,t/ha,NSI,,,,,Yes,
DE928,Sugar beet,2020,Production,151489.25,t,NSI,,,Yes,,Yes,
DE929,Sugar beet,2020,Area,10315.0,ha,NSI,,,,,Yes,
DE929,Sugar beet,2020,Yield,82.52,t/ha,NSI,,,,,Yes,
DE929,Sugar beet,2020,Production,851193.8,t,NSI,,,Yes,,Yes,
DE931,Sugar beet,2020,Area,2554.0,ha,NSI,,,,,Yes,
DE931,Sugar beet,2020,Yield,74.43,t/ha,NSI,,,,,Yes,
DE931,Sugar beet,2020,Production,190094.22,t,NSI,,,Yes,,Yes,
DE933,Sugar beet,2020,Area,1064.0,ha,NSI,,,,,Yes,
DE933,Sugar beet,2020,Yield,76.9,t/ha,NSI,,,,,Yes,
DE933,Sugar beet,2020,Production,81821.6,t,NSI,,,Yes,,Yes,
DE934,Sugar beet,2020,Area,2308.0,ha,NSI,,,,,Yes,
DE934,Sugar beet,2020,Yield,76.04,t/ha,NSI,,,,,Yes,
DE934,Sugar beet,2020,Production,175500.32,t,NSI,,,Yes,,Yes,
DE935,Sugar beet,2020,Area,3399.0,ha,NSI,,,,,Yes,
DE935,Sugar beet,2020,Yield,75.45,t/ha,NSI,,,,,Yes,
DE935,Sugar beet,2020,Production,256454.55,t,NSI,,,Yes,,Yes,
DE937,Sugar beet,2020,Area,1158.0,ha,NSI,,,,,Yes,
DE937,Sugar beet,2020,Yield,68.88,t/ha,NSI,,,,,Yes,
DE937,Sugar beet,2020,Production,79763.04,t,NSI,,,Yes,,Yes,
DE938,Sugar beet,2020,Area,1381.0,ha,NSI,,,,,Yes,
DE938,Sugar beet,2020,Yield,79.94,t/ha,NSI,,,,,Yes,
DE938,Sugar beet,2020,Production,110397.14,t,NSI,,,Yes,,Yes,
DE939,Sugar beet,2020,Area,704.0,ha,NSI,,,,,Yes,
DE939,Sugar beet,2020,Yield,72.52,t/ha,NSI,,,,,Yes,
DE939,Sugar beet,2020,Production,51054.08,t,NSI,,,Yes,,Yes,
DE93A,Sugar beet,2020,Area,8739.0,ha,NSI,,,,,Yes,
DE93A,Sugar beet,2020,Yield,73.71,t/ha,NSI,,,,,Yes,
DE93A,Sugar beet,2020,Production,644151.69,t,NSI,,,Yes,,Yes,
DE93B,Sugar beet,2020,Area,473.0,ha,NSI,,,,,Yes,
DE93B,Sugar beet,2020,Yield,83.17,t/ha,NSI,,,,,Yes,
DE93B,Sugar beet,2020,Production,39339.41,t,NSI,,,Yes,,Yes,
DE947,Sugar beet,2020,Area,120.0,ha,NSI,,,,,,
DE948,Sugar beet,2020,Area,395.0,ha,NSI,,,,,,
DE949,Sugar beet,2020,Area,1974.0,ha,NSI,,,,,Yes,
DE949,Sugar beet,2020,Yield,68.08,t/ha,NSI,,,,,Yes,
DE949,Sugar beet,2020,Production,134389.92,t,NSI,,,Yes,,Yes,
DE94B,Sugar beet,2020,Area,397.0,ha,NSI,,,,,,
DE94C,Sugar beet,2020,Area,212.0,ha,NSI,,,,,Yes,
DE94C,Sugar beet,2020,Yield,81.22,t/ha,NSI,,,,,Yes,
DE94C,Sugar beet,2020,Production,17218.64,t,NSI,,,Yes,,Yes,
DE94D,Sugar beet,2020,Area,398.0,ha,NSI,,,,,,
DE94E,Sugar beet,2020,Area,942.0,ha,NSI,,,,,Yes,
DE94E,Sugar beet,2020,Yield,83.5,t/ha,NSI,,,,,Yes,
DE94E,Sugar beet,2020,Production,78657.0,t,NSI,,,Yes,,Yes,
DE94F,Sugar beet,2020,Area,219.0,ha,NSI,,,,,,
DE94H,Sugar beet,2020,Area,80.0,ha,NSI,,,,,,
DEA11,Sugar beet,2020,Area,243.0,ha,NSI,,,,,,
DEA12,Sugar beet,2020,Area,158.0,ha,NSI,,,,,,
DEA15,Sugar beet,2020,Yield,80.65,t/ha,NSI,,,,,,
DEA16,Sugar beet,2020,Area,42.0,ha,NSI,,,,,,
DEA1B,Sugar beet,2020,Area,4044.0,ha,NSI,,,,,Yes,
DEA1B,Sugar beet,2020,Yield,74.25,t/ha,NSI,,,,,Yes,
DEA1B,Sugar beet,2020,Production,300267.0,t,NSI,,,Yes,,Yes,
DEA1D,Sugar beet,2020,Area,3901.0,ha,NSI,,,,,Yes,
DEA1D,Sugar beet,2020,Yield,78.8,t/ha,NSI,,,,,Yes,
DEA1D,Sugar beet,2020,Production,307398.8,t,NSI,,,Yes,,Yes,
DEA1E,Sugar beet,2020,Area,1948.0,ha,NSI,,,,,,
DEA1F,Sugar beet,2020,Area,1216.0,ha,NSI,,,,,,
DEA23,Sugar beet,2020,Area,835.0,ha,NSI,,,,,,
DEA26,Sugar beet,2020,Area,6732.0,ha,NSI,,,,,Yes,
DEA26,Sugar beet,2020,Yield,72.21,t/ha,NSI,,,,,Yes,
DEA26,Sugar beet,2020,Production,486117.72,t,NSI,,,Yes,,Yes,
DEA27,Sugar beet,2020,Area,5287.0,ha,NSI,,,,,Yes,
DEA27,Sugar beet,2020,Yield,88.88,t/ha,NSI,,,,,Yes,
DEA27,Sugar beet,2020,Production,469908.56,t,NSI,,,Yes,,Yes,
DEA28,Sugar beet,2020,Area,2295.0,ha,NSI,,,,,Yes,
DEA28,Sugar beet,2020,Yield,64.62,t/ha,NSI,,,,,Yes,
DEA28,Sugar beet,2020,Production,148302.9,t,NSI,,,Yes,,Yes,
DEA29,Sugar beet,2020,Area,4301.0,ha,NSI,,,,,Yes,
DEA29,Sugar beet,2020,Yield,88.64,t/ha,NSI,,,,,Yes,
DEA29,Sugar beet,2020,Production,381240.64,t,NSI,,,Yes,,Yes,
DEA2C,Sugar beet,2020,Area,1850.0,ha,NSI,,,,,Yes,
DEA2C,Sugar beet,2020,Yield,56.73,t/ha,NSI,,,,,Yes,
DEA2C,Sugar beet,2020,Production,104950.5,t,NSI,,,Yes,,Yes,
DEA2D,Sugar beet,2020,Area,1653.0,ha,NSI,,,,,Yes,
DEA2D,Sugar beet,2020,Yield,92.29,t/ha,NSI,,,,,Yes,
DEA2D,Sugar beet,2020,Production,152555.37,t,NSI,,,Yes,,Yes,
DEA34,Sugar beet,2020,Area,1491.0,ha,NSI,,,,,Yes,
DEA34,Sugar beet,2020,Yield,76.94,t/ha,NSI,,,,,Yes,
DEA34,Sugar beet,2020,Production,114717.54,t,NSI,,,Yes,,Yes,
DEA35,Sugar beet,2020,Area,351.0,ha,NSI,,,,,,
DEA37,Sugar beet,2020,Area,288.0,ha,NSI,,,,,,
DEA38,Sugar beet,2020,Area,399.0,ha,NSI,,,,,,
DEA41,Sugar beet,2020,Area,274.0,ha,NSI,,,,,,
DEA42,Sugar beet,2020,Area,401.0,ha,NSI,,,,,Yes,
DEA42,Sugar beet,2020,Yield,63.58,t/ha,NSI,,,,,Yes,
DEA42,Sugar beet,2020,Production,25495.58,t,NSI,,,Yes,,Yes,
DEA43,Sugar beet,2020,Area,854.0,ha,NSI,,,,,Yes,
DEA43,Sugar beet,2020,Yield,94.39,t/ha,NSI,,,,,Yes,
DEA43,Sugar beet,2020,Production,80609.06,t,NSI,,,Yes,,Yes,
DEA44,Sugar beet,2020,Area,3066.0,ha,NSI,,,,,Yes,
DEA44,Sugar beet,2020,Yield,85.14,t/ha,NSI,,,,,Yes,
DEA44,Sugar beet,2020,Production,261039.24,t,NSI,,,Yes,,Yes,
DEA45,Sugar beet,2020,Area,2791.0,ha,NSI,,,,,Yes,
DEA45,Sugar beet,2020,Yield,86.25,t/ha,NSI,,,,,Yes,
DEA45,Sugar beet,2020,Production,240723.75,t,NSI,,,Yes,,Yes,
DEA46,Sugar beet,2020,Area,1059.0,ha,NSI,,,,,,
DEA47,Sugar beet,2020,Area,270.0,ha,NSI,,,,,,
DEA52,Sugar beet,2020,Area,71.0,ha,NSI,,,,,,
DEA54,Sugar beet,2020,Area,184.0,ha,NSI,,,,,,
DEA57,Sugar beet,2020,Area,276.0,ha,NSI,,,,,,
DEA5B,Sugar beet,2020,Area,2362.0,ha,NSI,,,,,Yes,
DEA5B,Sugar beet,2020,Yield,86.72,t/ha,NSI,,,,,Yes,
DEA5B,Sugar beet,2020,Production,204832.64,t,NSI,,,Yes,,Yes,
DEA5C,Sugar beet,2020,Yield,76.5,t/ha,NSI,,,,,,
DEB17,Sugar beet,2020,Yield,59.96,t/ha,NSI,,,,,,
DEB3B,Sugar beet,2020,Yield,62.62,t/ha,NSI,,,,,,
DEB3C,Sugar beet,2020,Yield,26.24,t/ha,NSI,,,,,,
DEB3D,Sugar beet,2020,Yield,68.67,t/ha,NSI,,,,,,
DEB3E,Sugar beet,2020,Yield,54.7,t/ha,NSI,,,,,,
DEB3H,Sugar beet,2020,Yield,68.11,t/ha,NSI,,,,,,
DEB3J,Sugar beet,2020,Yield,53.48,t/ha,NSI,,,,,,
DED2C,Sugar beet,2020,Area,840.0,ha,NSI,,,,,Yes,
DED2C,Sugar beet,2020,Yield,73.89,t/ha,NSI,,,,,Yes,
DED2C,Sugar beet,2020,Production,62067.6,t,NSI,,,Yes,,Yes,
DED2D,Sugar beet,2020,Area,730.0,ha,NSI,,,,,Yes,
DED2D,Sugar beet,2020,Yield,70.49,t/ha,NSI,,,,,Yes,
DED2D,Sugar beet,2020,Production,51457.7,t,NSI,,,Yes,,Yes,
DED2E,Sugar beet,2020,Area,2724.0,ha,NSI,,,,,Yes,
DED2E,Sugar beet,2020,Yield,74.81,t/ha,NSI,,,,,Yes,
DED2E,Sugar beet,2020,Production,203782.44,t,NSI,,,Yes,,Yes,
DED43,Sugar beet,2020,Area,2267.0,ha,NSI,,,,,Yes,
DED43,Sugar beet,2020,Yield,78.58,t/ha,NSI,,,,,Yes,
DED43,Sugar beet,2020,Production,178140.86,t,NSI,,,Yes,,Yes,
DED45,Sugar beet,2020,Area,211.0,ha,NSI,,,,,Yes,
DED45,Sugar beet,2020,Yield,72.09,t/ha,NSI,,,,,Yes,
DED45,Sugar beet,2020,Production,15210.99,t,NSI,,,Yes,,Yes,
DED51,Sugar beet,2020,Area,313.0,ha,NSI,,,,,Yes,
DED51,Sugar beet,2020,Yield,50.82,t/ha,NSI,,,,,Yes,
DED51,Sugar beet,2020,Production,15906.66,t,NSI,,,Yes,,Yes,
DED52,Sugar beet,2020,Area,3085.0,ha,NSI,,,,,Yes,
DED52,Sugar beet,2020,Yield,54.55,t/ha,NSI,,,,,Yes,
DED52,Sugar beet,2020,Production,168286.75,t,NSI,,,Yes,,Yes,
DED53,Sugar beet,2020,Area,4002.0,ha,NSI,,,,,Yes,
DED53,Sugar beet,2020,Yield,53.55,t/ha,NSI,,,,,Yes,
DED53,Sugar beet,2020,Production,214307.1,t,NSI,,,Yes,,Yes,
DEE01,Sugar beet,2020,Area,91.0,ha,NSI,,,,,,
DEE03,Sugar beet,2020,Area,409.0,ha,NSI,,,,,Yes,
DEE03,Sugar beet,2020,Yield,52.16,t/ha,NSI,,,,,Yes,
DEE03,Sugar beet,2020,Production,21333.44,t,NSI,,,Yes,,Yes,
DEE04,Sugar beet,2020,Area,3145.0,ha,NSI,,,,,Yes,
DEE04,Sugar beet,2020,Yield,59.09,t/ha,NSI,,,,,Yes,
DEE04,Sugar beet,2020,Production,185838.05,t,NSI,,,Yes,,Yes,
DEE05,Sugar beet,2020,Area,4044.0,ha,NSI,,,,,Yes,
DEE05,Sugar beet,2020,Yield,46.66,t/ha,NSI,,,,,Yes,
DEE05,Sugar beet,2020,Production,188693.04,t,NSI,,,Yes,,Yes,
DEE06,Sugar beet,2020,Area,1988.0,ha,NSI,,,,,Yes,
DEE06,Sugar beet,2020,Yield,54.28,t/ha,NSI,,,,,Yes,
DEE06,Sugar beet,2020,Production,107908.64,t,NSI,,,Yes,,Yes,
DEE07,Sugar beet,2020,Area,9637.0,ha,NSI,,,,,Yes,
DEE07,Sugar beet,2020,Yield,66.66,t/ha,NSI,,,,,Yes,
DEE07,Sugar beet,2020,Production,642402.42,t,NSI,,,Yes,,Yes,
DEE08,Sugar beet,2020,Area,4540.0,ha,NSI,,,,,Yes,
DEE08,Sugar beet,2020,Yield,61.99,t/ha,NSI,,,,,Yes,
DEE08,Sugar beet,2020,Production,281434.6,t,NSI,,,Yes,,Yes,
DEE09,Sugar beet,2020,Area,5968.0,ha,NSI,,,,,Yes,
DEE09,Sugar beet,2020,Yield,52.96,t/ha,NSI,,,,,Yes,
DEE09,Sugar beet,2020,Production,316065.28,t,NSI,,,Yes,,Yes,
DEE0A,Sugar beet,2020,Area,3078.0,ha,NSI,,,,,Yes,
DEE0A,Sugar beet,2020,Yield,56.85,t/ha,NSI,,,,,Yes,
DEE0A,Sugar beet,2020,Production,174984.3,t,NSI,,,Yes,,Yes,
DEE0B,Sugar beet,2020,Area,6826.0,ha,NSI,,,,,Yes,
DEE0B,Sugar beet,2020,Yield,53.32,t/ha,NSI,,,,,Yes,
DEE0B,Sugar beet,2020,Production,363962.32,t,NSI,,,Yes,,Yes,
DEE0C,Sugar beet,2020,Area,6297.0,ha,NSI,,,,,Yes,
DEE0C,Sugar beet,2020,Yield,47.64,t/ha,NSI,,,,,Yes,
DEE0C,Sugar beet,2020,Production,299989.08,t,NSI,,,Yes,,Yes,
DEE0D,Sugar beet,2020,Area,1864.0,ha,NSI,,,,,Yes,
DEE0D,Sugar beet,2020,Yield,66.67,t/ha,NSI,,,,,Yes,
DEE0D,Sugar beet,2020,Production,124272.88,t,NSI,,,Yes,,Yes,
DEE0E,Sugar beet,2020,Yield,59.71,t/ha,NSI,,,,,,
DEF02,Sugar beet,2020,Area,45.0,ha,NSI,,,,,,
DEF03,Sugar beet,2020,Area,105.0,ha,NSI,,,,,,
DEF05,Sugar beet,2020,Area,2059.0,ha,NSI,,,,,Yes,
DEF05,Sugar beet,2020,Yield,81.5,t/ha,NSI,,,,,Yes,
DEF05,Sugar beet,2020,Production,167808.5,t,NSI,,,Yes,,Yes,
DEF06,Sugar beet,2020,Area,1734.0,ha,NSI,,,,,Yes,
DEF06,Sugar beet,2020,Yield,75.49,t/ha,NSI,,,,,Yes,
DEF06,Sugar beet,2020,Production,130899.66,t,NSI,,,Yes,,Yes,
DEF07,Sugar beet,2020,Area,649.0,ha,NSI,,,,,Yes,
DEF07,Sugar beet,2020,Yield,88.57,t/ha,NSI,,,,,Yes,
DEF07,Sugar beet,2020,Production,57481.93,t,NSI,,,Yes,,Yes,
DEF08,Sugar beet,2020,Area,354.0,ha,NSI,,,,,,
DEF0A,Sugar beet,2020,Area,372.0,ha,NSI,,,,,,
DEF0B,Sugar beet,2020,Area,1395.0,ha,NSI,,,,,Yes,
DEF0B,Sugar beet,2020,Yield,81.04,t/ha,NSI,,,,,Yes,
DEF0B,Sugar beet,2020,Production,113050.8,t,NSI,,,Yes,,Yes,
DEF0C,Sugar beet,2020,Area,1207.0,ha,NSI,,,,,Yes,
DEF0C,Sugar beet,2020,Yield,83.2,t/ha,NSI,,,,,Yes,
DEF0C,Sugar beet,2020,Production,100422.4,t,NSI,,,Yes,,Yes,
DEF0D,Sugar beet,2020,Area,1004.0,ha,NSI,,,,,Yes,
DEF0D,Sugar beet,2020,Yield,76.03,t/ha,NSI,,,,,Yes,
DEF0D,Sugar beet,2020,Production,76334.12,t,NSI,,,Yes,,Yes,
DEF0E,Sugar beet,2020,Area,536.0,ha,NSI,,,,,Yes,
DEF0E,Sugar beet,2020,Yield,79.2,t/ha,NSI,,,,,Yes,
DEF0E,Sugar beet,2020,Production,42451.2,t,NSI,,,Yes,,Yes,
DEF0F,Sugar beet,2020,Area,335.0,ha,NSI,,,,,,
DEG01,Sugar beet,2020,Area,300.0,ha,NSI,,,,,Yes,
DEG01,Sugar beet,2020,Yield,60.49,t/ha,NSI,,,,,Yes,
DEG01,Sugar beet,2020,Production,18147.0,t,NSI,,,Yes,,Yes,
DEG02,Sugar beet,2020,Area,127.0,ha,NSI,,,,,Yes,
DEG02,Sugar beet,2020,Yield,79.79,t/ha,NSI,,,,,Yes,
DEG02,Sugar beet,2020,Production,10133.33,t,NSI,,,Yes,,Yes,
DEG06,Sugar beet,2020,Area,548.0,ha,NSI,,,,,Yes,
DEG06,Sugar beet,2020,Yield,70.09,t/ha,NSI,,,,,Yes,
DEG06,Sugar beet,2020,Production,38409.32,t,NSI,,,Yes,,Yes,
DEG07,Sugar beet,2020,Area,369.0,ha,NSI,,,,,Yes,
DEG07,Sugar beet,2020,Yield,69.8,t/ha,NSI,,,,,Yes,
DEG07,Sugar beet,2020,Production,25756.2,t,NSI,,,Yes,,Yes,
DEG09,Sugar beet,2020,Area,1259.0,ha,NSI,,,,,Yes,
DEG09,Sugar beet,2020,Yield,66.28,t/ha,NSI,,,,,Yes,
DEG09,Sugar beet,2020,Production,83446.52,t,NSI,,,Yes,,Yes,
DEG0A,Sugar beet,2020,Area,1151.0,ha,NSI,,,,,Yes,
DEG0A,Sugar beet,2020,Yield,64.61,t/ha,NSI,,,,,Yes,
DEG0A,Sugar beet,2020,Production,74366.11,t,NSI,,,Yes,,Yes,
DEG0B,Sugar beet,2020,Area,91.0,ha,NSI,,,,,,
DEG0C,Sugar beet,2020,Area,1010.0,ha,NSI,,,,,Yes,
DEG0C,Sugar beet,2020,Yield,58.98,t/ha,NSI,,,,,Yes,
DEG0C,Sugar beet,2020,Production,59569.8,t,NSI,,,Yes,,Yes,
DEG0D,Sugar beet,2020,Area,2059.0,ha,NSI,,,,,Yes,
DEG0D,Sugar beet,2020,Yield,59.6,t/ha,NSI,,,,,Yes,
DEG0D,Sugar beet,2020,Production,122716.4,t,NSI,,,Yes,,Yes,
DEG0F,Sugar beet,2020,Area,287.0,ha,NSI,,,,,,
DEG0G,Sugar beet,2020,Area,1451.0,ha,NSI,,,,,Yes,
DEG0G,Sugar beet,2020,Yield,62.34,t/ha,NSI,,,,,Yes,
DEG0G,Sugar beet,2020,Production,90455.34,t,NSI,,,Yes,,Yes,
DEG0J,Sugar beet,2020,Area,86.0,ha,NSI,,,,,Yes,
DEG0J,Sugar beet,2020,Yield,68.96,t/ha,NSI,,,,,Yes,
DEG0J,Sugar beet,2020,Production,5930.56,t,NSI,,,Yes,,Yes,
DEG0K,Sugar beet,2020,Area,84.0,ha,NSI,,,,,Yes,
DEG0K,Sugar beet,2020,Yield,71.78,t/ha,NSI,,,,,Yes,
DEG0K,Sugar beet,2020,Production,6029.52,t,NSI,,,Yes,,Yes,
DEG0L,Sugar beet,2020,Area,288.0,ha,NSI,,,,,Yes,
DEG0L,Sugar beet,2020,Yield,63.28,t/ha,NSI,,,,,Yes,
DEG0L,Sugar beet,2020,Production,18224.64,t,NSI,,,Yes,,Yes,
DEG0M,Sugar beet,2020,Area,1885.0,ha,NSI,,,,,Yes,
DEG0M,Sugar beet,2020,Yield,69.92,t/ha,NSI,,,,,Yes,
DEG0M,Sugar beet,2020,Production,131799.2,t,NSI,,,Yes,,Yes,
DEG0P,Sugar beet,2020,Area,90.0,ha,NSI,,,,,Yes,
DEG0P,Sugar beet,2020,Yield,77.42,t/ha,NSI,,,,,Yes,
DEG0P,Sugar beet,2020,Production,6967.8,t,NSI,,,Yes,,Yes,
DK011,Sugar beet,2020,Area,0.0,ha,NSI,Yes,,,,Yes,
DK011,Sugar beet,2020,Production,0.0,t,NSI,Yes,,,,Yes,
DK011,Sugar beet,2020,Yield,0.0,t/ha,NSI,Yes,,Yes,,Yes,
DK012,Sugar beet,2020,Area,0.0,ha,NSI,Yes,,,,Yes,
DK012,Sugar beet,2020,Production,0.0,t,NSI,Yes,,,,Yes,
DK012,Sugar beet,2020,Yield,0.0,t/ha,NSI,Yes,,Yes,,Yes,
DK013,Sugar beet,2020,Area,0.0,ha,NSI,Yes,,,,Yes,
DK013,Sugar beet,2020,Production,0.0,t,NSI,Yes,,,,Yes,
DK013,Sugar beet,2020,Yield,0.0,t/ha,NSI,Yes,,Yes,,Yes,
DK014,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
DK014,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
DK014,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
DK021,Sugar beet,2020,Area,3240.0,ha,NSI,Yes,,,,Yes,
DK021,Sugar beet,2020,Production,249460.0,t,NSI,Yes,,,,Yes,
DK021,Sugar beet,2020,Yield,77.08,t/ha,NSI,Yes,,Yes,,Yes,
DK022,Sugar beet,2020,Area,29160.0,ha,NSI,Yes,,,,Yes,
DK022,Sugar beet,2020,Production,2245140.0,t,NSI,Yes,,,,Yes,
DK022,Sugar beet,2020,Yield,77.08,t/ha,NSI,Yes,,Yes,,Yes,
DK031,Sugar beet,2020,Area,900.0,ha,NSI,,,,,No,
DK031,Sugar beet,2020,Production,63900.0,t,NSI,,,,,No,
DK031,Sugar beet,2020,Yield,73.9,t/ha,NSI,,,Yes,,No,
DK032,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
DK032,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
DK032,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
DK041,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
DK041,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
DK041,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
DK042,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
DK042,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
DK042,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
DK050,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
DK050,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
DK050,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
EE001,Sugar beet,2020,Area,0.0,ha,Mixed,,,Yes,,Yes,
EE001,Sugar beet,2020,Production,0.0,t,Mixed,,,Yes,,Yes,
EE001,Sugar beet,2020,Yield,0.0,t/ha,Mixed,,,Yes,,Yes,
EE004,Sugar beet,2020,Area,0.0,ha,Mixed,,,Yes,,Yes,
EE004,Sugar beet,2020,Production,0.0,t,Mixed,,,Yes,,Yes,
EE004,Sugar beet,2020,Yield,0.0,t/ha,Mixed,,,Yes,,Yes,
EE006,Sugar beet,2020,Area,0.0,ha,Mixed,,,Yes,,Yes,
EE006,Sugar beet,2020,Production,0.0,t,Mixed,,,Yes,,Yes,
EE006,Sugar beet,2020,Yield,0.0,t/ha,Mixed,,,Yes,,Yes,
EE007,Sugar beet,2020,Area,0.0,ha,Mixed,,,Yes,,Yes,
EE007,Sugar beet,2020,Production,0.0,t,Mixed,,,Yes,,Yes,
EE007,Sugar beet,2020,Yield,0.0,t/ha,Mixed,,,Yes,,Yes,
EE008,Sugar beet,2020,Area,0.0,ha,Mixed,,,Yes,,Yes,
EE008,Sugar beet,2020,Production,0.0,t,Mixed,,,Yes,,Yes,
EE008,Sugar beet,2020,Yield,0.0,t/ha,Mixed,,,Yes,,Yes,
ES111,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES111,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES111,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES112,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES112,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES112,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES113,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES113,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES113,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES114,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES114,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES114,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES120,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES120,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
ES120,Sugar beet,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
ES130,Sugar beet,2020,Area,0.0,ha,NSI,,,,,Yes,
ES130,Sugar beet,2020,Production,0.0,t,NSI,,,,,Yes,
